Type;Dist;ParsingTime;AnalysingTime;TranslationTime;CompilationTime;ExecutionTime;Time;TimeSec;Cycles;Instructions;L1Misses;LLCMisses;BranchMisses;TaskClock;Scale;IPC;CPUS;GHZ
6;0.5;94.68000000000000000000;141.68000000000000000000;318.44000000000000000000;1788.76000000000000000000;659749.84000000000000000000;662093.40000000000000000000;.66240000000000000000;2183217118.08000000000000000000;3157058229.32000000000000000000;169390.76000000000000000000;47800.24000000000000000000;1101921.96000000000000000000;663119926.24000000000000000000;1.00000000000000000000;1.44600000000000000000;1.00000000000000000000;3.29000000000000000000
6;1.0;92.68000000000000000000;143.88000000000000000000;320.60000000000000000000;1787.68000000000000000000;14055832.60000000000000000000;14058177.44000000000000000000;14.05880000000000000000;46288300749.56000000000000000000;66818230219.76000000000000000000;1630448.32000000000000000000;113226.20000000000000000000;22798655.52000000000000000000;14059719383.40000000000000000000;1.00000000000000000000;1.44280000000000000000;1.00000000000000000000;3.29000000000000000000
7;0.5;98.40000000000000000000;127.76000000000000000000;291.00000000000000000000;1656.12000000000000000000;15606.64000000000000000000;17779.92000000000000000000;.02000000000000000000;61542808.40000000000000000000;62858198.24000000000000000000;180797.08000000000000000000;87680.56000000000000000000;94623.60000000000000000000;18695637.84000000000000000000;1.00000000000000000000;1.02720000000000000000;1.00000000000000000000;3.29000000000000000000
7;1.0;103.24000000000000000000;144.96000000000000000000;335.68000000000000000000;1837.92000000000000000000;339549.32000000000000000000;341971.12000000000000000000;.34080000000000000000;1129465853.16000000000000000000;1105905776.96000000000000000000;2790414.76000000000000000000;1981730.72000000000000000000;151360.40000000000000000000;343063443.56000000000000000000;1.00000000000000000000;.97920000000000000000;1.00000000000000000000;3.29000000000000000000
8;0.5;101.88000000000000000000;142.84000000000000000000;324.20000000000000000000;1817.64000000000000000000;717139.40000000000000000000;719525.96000000000000000000;.72000000000000000000;2372418846.84000000000000000000;3364251888.80000000000000000000;373242.52000000000000000000;225558.12000000000000000000;1218903.28000000000000000000;720589514.36000000000000000000;1.00000000000000000000;1.41840000000000000000;1.00000000000000000000;3.29000000000000000000
8;1.0;113.72000000000000000000;159.00000000000000000000;380.68000000000000000000;2059.40000000000000000000;16576732.96000000000000000000;16579445.76000000000000000000;16.58080000000000000000;56115397701.80000000000000000000;72042030363.08000000000000000000;21429701.44000000000000000000;3699250.48000000000000000000;25862618.04000000000000000000;16581039219.96000000000000000000;1.00000000000000000000;1.28880000000000000000;1.00000000000000000000;3.38520000000000000000
9;0.5;47.78666672000000000000;76.18666672000000000000;212.77333344000000000000;1143.78666668000000000000;652.82666664000000000000;2133.36000000000000000000;.01000000000000000000;8269265.47960000000000000000;9645433.93320000000000000000;58424.45240000000000000000;2833.94640000000000000000;65238.49280000000000000000;2512077.45320000000000000000;3.00000000000000000000;1.16840000000000000000;1.00000000000000000000;3.29000000000000000000
9;1.0;50.18666660000000000000;80.40000004000000000000;225.69333332000000000000;1209.29333332000000000000;13867.10666652000000000000;15432.67999992000000000000;.05000000000000000000;53405587.49400000000000000000;70634462.01320000000000000000;71460.78600000000000000000;3819.53400000000000000000;93532.29240000000000000000;15842146.58720000000000000000;3.00000000000000000000;1.32280000000000000000;1.00000000000000000000;3.37120000000000000000
10;0.5;62.06666672000000000000;79.74666664000000000000;228.24000000000000000000;1229.83999992000000000000;12803.59999992000000000000;14403.49333328000000000000;.04280000000000000000;48792565.56000000000000000000;50037696.09320000000000000000;142322.27960000000000000000;70657.52000000000000000000;67819.55880000000000000000;14822647.27920000000000000000;3.00000000000000000000;1.02480000000000000000;1.00000000000000000000;3.29000000000000000000
10;1.0;69.53333324000000000000;95.00000004000000000000;272.01333332000000000000;1453.30666672000000000000;321952.40000012000000000000;323842.25333336000000000000;.97200000000000000000;1068109969.61280000000000000000;1015040086.23920000000000000000;2720663.90640000000000000000;1964484.28000000000000000000;106607.18680000000000000000;324424194.72040000000000000000;3.00000000000000000000;.95000000000000000000;1.00000000000000000000;3.29000000000000000000
11;0.5;71.36000008000000000000;96.93333332000000000000;271.65333324000000000000;1448.47999996000000000000;1014.08000000000000000000;2902.50666668000000000000;.01000000000000000000;11399511.62600000000000000000;11068394.53320000000000000000;75842.74600000000000000000;3462.98640000000000000000;68323.58840000000000000000;3391829.46600000000000000000;3.00000000000000000000;.97280000000000000000;1.00000000000000000000;3.36200000000000000000
11;1.0;58.35999996000000000000;78.65333328000000000000;220.41333332000000000000;1166.14666672000000000000;17519.93333328000000000000;19043.50666664000000000000;.06000000000000000000;64020481.57280000000000000000;89275091.00000000000000000000;66378.38680000000000000000;7353.04000000000000000000;98997.93440000000000000000;19445903.06640000000000000000;3.00000000000000000000;1.39480000000000000000;1.00000000000000000000;3.29000000000000000000
12;0.5;61.60000000000000000000;16.56000000000000000000;15.76000000000000000000;659.12000000000000000000;5.80000000000000000000;758.84000000000000000000;0;3006936.12000000000000000000;3000617.40000000000000000000;34771.20000000000000000000;1925.72000000000000000000;32395.88000000000000000000;914160.96000000000000000000;1.00000000000000000000;1.01160000000000000000;1.01440000000000000000;3.28920000000000000000
13;0.5;68.12000000000000000000;15.56000000000000000000;14.72000000000000000000;622.16000000000000000000;5.32000000000000000000;725.88000000000000000000;0;2860421.92000000000000000000;3068128.40000000000000000000;30623.64000000000000000000;1755.88000000000000000000;32359.08000000000000000000;869156.96000000000000000000;1.00000000000000000000;1.08880000000000000000;1.01840000000000000000;3.29000000000000000000
14;0.5;36.92000000000000000000;73.92000000000000000000;101.96000000000000000000;1020.56000000000000000000;553.72000000000000000000;1787.08000000000000000000;0;7083478.16000000000000000000;8033301.12000000000000000000;52122.32000000000000000000;4284.52000000000000000000;60449.92000000000000000000;2153096.56000000000000000000;1.00000000000000000000;1.13800000000000000000;1.00960000000000000000;3.28920000000000000000
14;1.0;38.20000000000000000000;75.44000000000000000000;103.52000000000000000000;1067.08000000000000000000;13258.48000000000000000000;14542.72000000000000000000;.01120000000000000000;49129915.44000000000000000000;68805752.12000000000000000000;55272.24000000000000000000;7341.12000000000000000000;92418.92000000000000000000;14923652.00000000000000000000;1.00000000000000000000;1.40200000000000000000;1.00000000000000000000;3.29000000000000000000
15;0.5;52.16000000000000000000;80.32000000000000000000;117.84000000000000000000;1143.08000000000000000000;14333.60000000000000000000;15727.00000000000000000000;.01560000000000000000;53167784.88000000000000000000;51185340.40000000000000000000;137390.64000000000000000000;83775.96000000000000000000;62648.92000000000000000000;16151921.96000000000000000000;1.00000000000000000000;.97400000000000000000;1.00000000000000000000;3.29000000000000000000
15;1.0;65.52000000000000000000;116.76000000000000000000;189.00000000000000000000;1676.72000000000000000000;425267.04000000000000000000;427315.04000000000000000000;.42640000000000000000;1438004766.52000000000000000000;1077860546.08000000000000000000;3720787.72000000000000000000;2314945.92000000000000000000;314790.12000000000000000000;428002779.72000000000000000000;1.00000000000000000000;.74920000000000000000;1.00000000000000000000;3.35960000000000000000
16;0.5;46.84000000000000000000;74.00000000000000000000;102.40000000000000000000;1049.64000000000000000000;707.76000000000000000000;1980.64000000000000000000;0;7741957.20000000000000000000;8780158.88000000000000000000;47887.44000000000000000000;4521.60000000000000000000;61448.68000000000000000000;2352748.76000000000000000000;1.00000000000000000000;1.14000000000000000000;1.00960000000000000000;3.29000000000000000000
16;1.0;46.52000000000000000000;75.28000000000000000000;103.92000000000000000000;1057.28000000000000000000;17697.64000000000000000000;18980.64000000000000000000;.02000000000000000000;63739449.48000000000000000000;87447980.56000000000000000000;57530.64000000000000000000;8149.12000000000000000000;94084.44000000000000000000;19360888.24000000000000000000;1.00000000000000000000;1.37200000000000000000;1.00000000000000000000;3.29000000000000000000
