Type;Dist;ParsingTime;AnalysingTime;TranslationTime;CompilationTime;ExecutionTime;Time;TimeSec;Cycles;Instructions;L1Misses;LLCMisses;BranchMisses;TaskClock;Scale;IPC;CPUS;GHZ
6;0.5;115.20000000000000000000;172.80000000000000000000;428.52000000000000000000;2440.36000000000000000000;800684.20000000000000000000;803841.08000000000000000000;.80560000000000000000;2707259284.68000000000000000000;3283918304.80000000000000000000;1879613.60000000000000000000;66793.24000000000000000000;1542391.36000000000000000000;805295634.80000000000000000000;1.00000000000000000000;1.21160000000000000000;1.00000000000000000000;3.36000000000000000000
6;1.0;111.80000000000000000000;163.76000000000000000000;389.92000000000000000000;2318.28000000000000000000;15729970.40000000000000000000;15732954.16000000000000000000;15.73480000000000000000;52995692546.96000000000000000000;68056505802.24000000000000000000;20628040.32000000000000000000;290191.96000000000000000000;25307063.36000000000000000000;15734470149.44000000000000000000;1.00000000000000000000;1.29120000000000000000;1.00000000000000000000;3.36720000000000000000
7;0.5;98.04000000000000000000;129.32000000000000000000;298.96000000000000000000;1842.92000000000000000000;15297.00000000000000000000;17666.24000000000000000000;.02000000000000000000;61435800.32000000000000000000;64024126.84000000000000000000;190798.04000000000000000000;98818.76000000000000000000;106799.48000000000000000000;18708135.68000000000000000000;1.00000000000000000000;1.04640000000000000000;1.00000000000000000000;3.28240000000000000000
7;1.0;119.36000000000000000000;150.08000000000000000000;355.04000000000000000000;2121.56000000000000000000;331774.04000000000000000000;334520.08000000000000000000;.33440000000000000000;1133636986.20000000000000000000;1109409325.52000000000000000000;2831028.76000000000000000000;1971473.96000000000000000000;159615.44000000000000000000;335785760.08000000000000000000;1.00000000000000000000;.97680000000000000000;1.00000000000000000000;3.37640000000000000000
8;0.5;131.60000000000000000000;182.08000000000000000000;415.88000000000000000000;2526.24000000000000000000;923042.32000000000000000000;926298.12000000000000000000;.92680000000000000000;3117894938.44000000000000000000;3506760294.40000000000000000000;2449006.76000000000000000000;219928.24000000000000000000;1736118.48000000000000000000;927692993.84000000000000000000;1.00000000000000000000;1.12520000000000000000;1.00000000000000000000;3.35920000000000000000
8;1.0;111.40000000000000000000;147.64000000000000000000;354.20000000000000000000;2060.20000000000000000000;15685999.12000000000000000000;15688672.56000000000000000000;15.68960000000000000000;52493676734.84000000000000000000;71167945248.60000000000000000000;10131157.84000000000000000000;3759064.76000000000000000000;23261167.24000000000000000000;15690540395.92000000000000000000;1.00000000000000000000;1.35800000000000000000;1.00000000000000000000;3.34480000000000000000
9;0.5;48.86666652000000000000;77.38666668000000000000;213.29333340000000000000;1149.57333324000000000000;643.18666668000000000000;2132.30666664000000000000;.01000000000000000000;8279137.68000000000000000000;9639159.00040000000000000000;57565.86640000000000000000;4164.34720000000000000000;65110.30680000000000000000;2516890.07920000000000000000;3.00000000000000000000;1.16560000000000000000;1.00000000000000000000;3.28800000000000000000
9;1.0;49.46666668000000000000;77.91999996000000000000;218.66666668000000000000;1175.18666672000000000000;13533.08000004000000000000;15054.32000004000000000000;.05000000000000000000;50840566.86720000000000000000;70692322.40000000000000000000;62835.42720000000000000000;8513.09480000000000000000;93518.98680000000000000000;15454944.86600000000000000000;3.00000000000000000000;1.39200000000000000000;1.00000000000000000000;3.28760000000000000000
10;0.5;62.56000004000000000000;83.02666660000000000000;233.40000000000000000000;1253.86666672000000000000;10963.25333340000000000000;12596.10666664000000000000;.03840000000000000000;42875175.34600000000000000000;44834277.10720000000000000000;130675.70640000000000000000;73419.75880000000000000000;68268.30600000000000000000;13036734.42600000000000000000;3.00000000000000000000;1.04880000000000000000;1.00000000000000000000;3.28720000000000000000
10;1.0;70.30666672000000000000;94.37333336000000000000;271.18666668000000000000;1428.92000000000000000000;312052.26666676000000000000;313917.05333336000000000000;.94480000000000000000;1034386877.10680000000000000000;1005216101.88040000000000000000;2690888.11920000000000000000;1952655.12000000000000000000;109566.65360000000000000000;314502287.22640000000000000000;3.00000000000000000000;.97360000000000000000;1.00000000000000000000;3.29000000000000000000
11;0.5;56.04000012000000000000;76.54666664000000000000;213.26666672000000000000;1142.97333340000000000000;820.26666664000000000000;2309.09333328000000000000;.01000000000000000000;8876669.50720000000000000000;10519216.17160000000000000000;54365.09360000000000000000;4221.13360000000000000000;65788.29320000000000000000;2696489.58640000000000000000;3.00000000000000000000;1.18560000000000000000;1.00000000000000000000;3.29040000000000000000
11;1.0;59.42666664000000000000;80.55999996000000000000;225.22666668000000000000;1213.03999996000000000000;17608.44000000000000000000;19186.69333332000000000000;.06000000000000000000;64492920.24000000000000000000;89275793.33360000000000000000;66565.93360000000000000000;17390.10640000000000000000;100114.54680000000000000000;19614143.82720000000000000000;3.00000000000000000000;1.38600000000000000000;1.00000000000000000000;3.28600000000000000000
12;0.5;58.32000000000000000000;15.72000000000000000000;15.96000000000000000000;636.12000000000000000000;5.12000000000000000000;731.24000000000000000000;0;2892499.08000000000000000000;3000662.60000000000000000000;33403.68000000000000000000;2296.76000000000000000000;32778.20000000000000000000;878885.12000000000000000000;1.00000000000000000000;1.05280000000000000000;1.01840000000000000000;3.29000000000000000000
13;0.5;83.68000000000000000000;21.00000000000000000000;17.92000000000000000000;773.28000000000000000000;6.52000000000000000000;902.40000000000000000000;0;3642771.24000000000000000000;3223920.00000000000000000000;39260.56000000000000000000;1954.76000000000000000000;33195.44000000000000000000;1080040.68000000000000000000;1.00000000000000000000;.89720000000000000000;1.01360000000000000000;3.37640000000000000000
14;0.5;37.68000000000000000000;77.80000000000000000000;103.88000000000000000000;1056.04000000000000000000;582.64000000000000000000;1858.04000000000000000000;0;7347063.04000000000000000000;8121294.48000000000000000000;52443.28000000000000000000;6916.72000000000000000000;61562.80000000000000000000;2232529.28000000000000000000;1.00000000000000000000;1.10920000000000000000;1.00920000000000000000;3.29000000000000000000
14;1.0;38.84000000000000000000;79.84000000000000000000;110.92000000000000000000;1125.96000000000000000000;13947.00000000000000000000;15302.56000000000000000000;.02000000000000000000;52748269.92000000000000000000;68867747.68000000000000000000;62957.48000000000000000000;11060.56000000000000000000;90619.24000000000000000000;15714736.12000000000000000000;1.00000000000000000000;1.30800000000000000000;1.00000000000000000000;3.35600000000000000000
15;0.5;50.48000000000000000000;79.32000000000000000000;113.84000000000000000000;1152.72000000000000000000;11820.64000000000000000000;13217.00000000000000000000;.01280000000000000000;45966229.84000000000000000000;46536653.08000000000000000000;135443.00000000000000000000;68291.92000000000000000000;61503.68000000000000000000;13635311.32000000000000000000;1.00000000000000000000;1.01480000000000000000;1.00000000000000000000;3.37160000000000000000
15;1.0;60.68000000000000000000;95.16000000000000000000;148.84000000000000000000;1384.32000000000000000000;317469.60000000000000000000;319158.60000000000000000000;.31960000000000000000;1077631524.92000000000000000000;1010741687.48000000000000000000;2735048.00000000000000000000;1955045.36000000000000000000;104366.32000000000000000000;319738049.56000000000000000000;1.00000000000000000000;.93920000000000000000;1.00000000000000000000;3.37120000000000000000
16;0.5;46.32000000000000000000;74.24000000000000000000;103.56000000000000000000;1054.20000000000000000000;737.44000000000000000000;2015.76000000000000000000;0;7863091.52000000000000000000;8784333.36000000000000000000;47965.04000000000000000000;5411.84000000000000000000;61866.04000000000000000000;2389123.44000000000000000000;1.00000000000000000000;1.12320000000000000000;1.00960000000000000000;3.29000000000000000000
16;1.0;47.84000000000000000000;78.60000000000000000000;110.68000000000000000000;1096.32000000000000000000;17464.48000000000000000000;18797.92000000000000000000;.02000000000000000000;63162885.64000000000000000000;87226085.32000000000000000000;56888.80000000000000000000;15994.40000000000000000000;94368.84000000000000000000;19198853.96000000000000000000;1.00000000000000000000;1.38160000000000000000;1.00000000000000000000;3.28800000000000000000
