Type;Dist;ParsingTime;AnalysingTime;TranslationTime;CompilationTime;ExecutionTime;Time;TimeSec;Cycles;Instructions;L1Misses;LLCMisses;BranchMisses;TaskClock;Scale;IPC;CPUS;GHZ
6;0.5;90.84000000000000000000;134.16000000000000000000;317.84000000000000000000;1928.40000000000000000000;643672.72000000000000000000;646143.96000000000000000000;.64720000000000000000;2130971108.24000000000000000000;3160182326.36000000000000000000;190831.00000000000000000000;52374.32000000000000000000;1107109.92000000000000000000;647252533.96000000000000000000;1.00000000000000000000;1.48320000000000000000;1.00000000000000000000;3.29000000000000000000
6;1.0;101.96000000000000000000;152.44000000000000000000;354.84000000000000000000;2173.08000000000000000000;14599591.36000000000000000000;14602373.68000000000000000000;14.60400000000000000000;48080809733.00000000000000000000;66815576702.12000000000000000000;1665698.20000000000000000000;114337.16000000000000000000;20834824.12000000000000000000;14604036302.20000000000000000000;1.00000000000000000000;1.39120000000000000000;1.00000000000000000000;3.29000000000000000000
7;0.5;101.08000000000000000000;135.32000000000000000000;312.64000000000000000000;1912.08000000000000000000;14762.04000000000000000000;17223.16000000000000000000;.02000000000000000000;61718639.32000000000000000000;64017422.96000000000000000000;202302.64000000000000000000;94850.64000000000000000000;103844.20000000000000000000;18300681.88000000000000000000;1.00000000000000000000;1.03760000000000000000;1.00000000000000000000;3.37280000000000000000
7;1.0;100.84000000000000000000;145.00000000000000000000;345.84000000000000000000;2013.88000000000000000000;334337.68000000000000000000;336943.24000000000000000000;.33800000000000000000;1113175688.68000000000000000000;1109185762.88000000000000000000;2793643.60000000000000000000;1988242.12000000000000000000;164532.92000000000000000000;338125255.24000000000000000000;1.00000000000000000000;.99800000000000000000;1.00000000000000000000;3.29000000000000000000
8;0.5;104.36000000000000000000;145.48000000000000000000;339.88000000000000000000;2050.40000000000000000000;749110.08000000000000000000;751750.20000000000000000000;.75200000000000000000;2548269884.04000000000000000000;3363095207.36000000000000000000;646943.44000000000000000000;228604.36000000000000000000;1069622.52000000000000000000;752985218.76000000000000000000;1.00000000000000000000;1.31840000000000000000;1.00000000000000000000;3.38480000000000000000
8;1.0;102.92000000000000000000;142.12000000000000000000;337.00000000000000000000;1989.84000000000000000000;14779523.28000000000000000000;14782095.16000000000000000000;14.78360000000000000000;48670507423.52000000000000000000;71161672656.56000000000000000000;5505189.64000000000000000000;3557883.12000000000000000000;24719664.40000000000000000000;14783547985.56000000000000000000;1.00000000000000000000;1.46320000000000000000;1.00000000000000000000;3.29000000000000000000
9;0.5;47.34666668000000000000;75.17333332000000000000;214.52000004000000000000;1160.46666672000000000000;631.14666664000000000000;2128.65333332000000000000;.01000000000000000000;8258954.22680000000000000000;9647541.57400000000000000000;54120.28040000000000000000;3202.85400000000000000000;65327.46680000000000000000;2509046.18680000000000000000;3.00000000000000000000;1.16800000000000000000;1.00000000000000000000;3.29040000000000000000
9;1.0;48.98666664000000000000;75.56000004000000000000;215.05333336000000000000;1161.37333328000000000000;13393.77333332000000000000;14894.74666664000000000000;.05000000000000000000;50329414.27960000000000000000;70645103.13360000000000000000;62322.30720000000000000000;5288.00040000000000000000;93345.97280000000000000000;15287134.16040000000000000000;3.00000000000000000000;1.40360000000000000000;1.00000000000000000000;3.29000000000000000000
10;0.5;58.13333344000000000000;76.38666660000000000000;220.21333332000000000000;1187.22666668000000000000;12331.18666664000000000000;13873.14666680000000000000;.04280000000000000000;47011983.78640000000000000000;47497128.79960000000000000000;133955.84000000000000000000;61119.70640000000000000000;67032.37320000000000000000;14281960.30680000000000000000;3.00000000000000000000;1.02360000000000000000;1.00000000000000000000;3.28960000000000000000
10;1.0;67.37333336000000000000;92.21333332000000000000;265.25333336000000000000;1422.63999992000000000000;311865.70666672000000000000;313713.18666668000000000000;.94360000000000000000;1034729814.09280000000000000000;1007439839.61320000000000000000;2695426.21400000000000000000;1948995.10720000000000000000;106356.13240000000000000000;314286705.85280000000000000000;3.00000000000000000000;.97640000000000000000;1.00000000000000000000;3.29000000000000000000
11;0.5;55.66666664000000000000;75.37333328000000000000;211.07999992000000000000;1145.17333336000000000000;821.05333336000000000000;2308.34666660000000000000;.01000000000000000000;8865856.70640000000000000000;10531547.09360000000000000000;60219.96040000000000000000;3638.38720000000000000000;65905.47880000000000000000;2693402.82760000000000000000;3.00000000000000000000;1.18960000000000000000;1.00000000000000000000;3.29000000000000000000
11;1.0;59.41333324000000000000;79.86666672000000000000;228.50666664000000000000;1215.75999996000000000000;18342.09333320000000000000;19925.64000008000000000000;.06000000000000000000;68510941.17240000000000000000;89278762.75920000000000000000;78846.68040000000000000000;6067.86640000000000000000;95971.70640000000000000000;20344658.38600000000000000000;3.00000000000000000000;1.30400000000000000000;1.00000000000000000000;3.36760000000000000000
12;0.5;56.84000000000000000000;15.24000000000000000000;14.68000000000000000000;625.44000000000000000000;5.08000000000000000000;717.28000000000000000000;0;2838213.20000000000000000000;3005640.80000000000000000000;33164.64000000000000000000;2048.20000000000000000000;33156.88000000000000000000;862135.20000000000000000000;1.00000000000000000000;1.07360000000000000000;1.01880000000000000000;3.29120000000000000000
13;0.5;67.52000000000000000000;15.40000000000000000000;15.28000000000000000000;631.88000000000000000000;5.12000000000000000000;735.20000000000000000000;0;2901766.84000000000000000000;3059128.52000000000000000000;30487.28000000000000000000;2055.56000000000000000000;32787.16000000000000000000;881662.88000000000000000000;1.00000000000000000000;1.07360000000000000000;1.01640000000000000000;3.29000000000000000000
14;0.5;36.76000000000000000000;72.52000000000000000000;102.00000000000000000000;1039.36000000000000000000;517.20000000000000000000;1767.84000000000000000000;0;7030133.76000000000000000000;7907374.68000000000000000000;52730.40000000000000000000;4984.84000000000000000000;60669.88000000000000000000;2135935.44000000000000000000;1.00000000000000000000;1.13080000000000000000;1.01000000000000000000;3.29000000000000000000
14;1.0;36.96000000000000000000;73.72000000000000000000;102.12000000000000000000;1041.28000000000000000000;12857.32000000000000000000;14111.40000000000000000000;.01040000000000000000;47687980.00000000000000000000;68821596.08000000000000000000;54646.32000000000000000000;7025.68000000000000000000;86431.20000000000000000000;14485196.20000000000000000000;1.00000000000000000000;1.44360000000000000000;1.00000000000000000000;3.29000000000000000000
15;0.5;47.28000000000000000000;75.08000000000000000000;107.28000000000000000000;1094.88000000000000000000;11306.04000000000000000000;12630.56000000000000000000;.01160000000000000000;42887086.08000000000000000000;44225570.76000000000000000000;124584.72000000000000000000;62101.64000000000000000000;62117.04000000000000000000;13028413.28000000000000000000;1.00000000000000000000;1.04280000000000000000;1.00000000000000000000;3.29000000000000000000
15;1.0;53.00000000000000000000;91.04000000000000000000;139.44000000000000000000;1300.92000000000000000000;310194.28000000000000000000;311778.68000000000000000000;.31000000000000000000;1028239288.44000000000000000000;1006833480.12000000000000000000;2689209.60000000000000000000;1949379.20000000000000000000;101324.44000000000000000000;312324013.48000000000000000000;1.00000000000000000000;.97920000000000000000;1.00000000000000000000;3.29000000000000000000
16;0.5;45.92000000000000000000;72.08000000000000000000;101.76000000000000000000;1037.12000000000000000000;690.36000000000000000000;1947.24000000000000000000;0;7634719.88000000000000000000;8777165.24000000000000000000;52698.56000000000000000000;5912.00000000000000000000;60999.84000000000000000000;2319753.56000000000000000000;1.00000000000000000000;1.15320000000000000000;1.01000000000000000000;3.29000000000000000000
16;1.0;45.72000000000000000000;73.80000000000000000000;105.08000000000000000000;1055.88000000000000000000;16922.20000000000000000000;18202.68000000000000000000;.02000000000000000000;61187984.76000000000000000000;87238374.28000000000000000000;58238.08000000000000000000;8389.40000000000000000000;91216.04000000000000000000;18586232.28000000000000000000;1.00000000000000000000;1.42600000000000000000;1.00000000000000000000;3.29000000000000000000
