Type;Dist;ParsingTime;AnalysingTime;TranslationTime;CompilationTime;ExecutionTime;Time;TimeSec;Cycles;Instructions;L1Misses;LLCMisses;BranchMisses;TaskClock;Scale;IPC;CPUS;GHZ
5;0.01;59.40000000000000000000;103.80000020000000000000;304.60000020000000000000;1268.73333340000000000000;96250.66666680000000000000;293961.60000000000000000000;.29600000000000000000;324101406.20000000000000000000;470315035.86600000000000000000;89259.60000000000000000000;35344.60200000000000000000;311404.33200000000000000000;98442031.80000000000000000000;3.00000000000000000000;1.45200000000000000000;1.00000000000000000000;3.29000000000000000000
6;0.99;69.13333320000000000000;105.26666640000000000000;313.66666660000000000000;1317.86666680000000000000;100823.13333320000000000000;307887.20000000000000000000;.31000000000000000000;339434698.60000000000000000000;488158383.66600000000000000000;106159.86800000000000000000;42040.26800000000000000000;292523.06800000000000000000;103099528.00000000000000000000;3.00000000000000000000;1.43800000000000000000;1.00000000000000000000;3.29000000000000000000
6;0.9;70.20000020000000000000;109.53333340000000000000;323.53333340000000000000;1383.26666680000000000000;963370.66666660000000000000;2895771.60000000000000000000;2.89600000000000000000;3179798607.46800000000000000000;4646552684.06600000000000000000;334476.06600000000000000000;95574.40000000000000000000;2248098.86800000000000000000;965818990.53400000000000000000;3.00000000000000000000;1.46000000000000000000;1.00000000000000000000;3.29000000000000000000
6;0.5;79.86666660000000000000;123.80000000000000000000;356.66666660000000000000;1558.80000000000000000000;5217878.39999980000000000000;15659992.60000000000000000000;15.66400000000000000000;17566332860.93200000000000000000;23310968167.33600000000000000000;4856790.40000000000000000000;231606.59800000000000000000;11497375.86600000000000000000;5220726225.86600000000000000000;3.00000000000000000000;1.33000000000000000000;1.00000000000000000000;3.36800000000000000000
6;0.1;71.73333340000000000000;111.73333320000000000000;326.60000000000000000000;1437.60000000000000000000;8677722.60000020000000000000;26039010.80000000000000000000;26.04000000000000000000;28603866920.93400000000000000000;41553159031.80000000000000000000;2986774.46800000000000000000;385152.73200000000000000000;19661633.40000000000000000000;8678535047.20000000000000000000;3.00000000000000000000;1.45400000000000000000;1.00000000000000000000;3.29400000000000000000
6;0.01;75.13333340000000000000;111.33333340000000000000;325.06666680000000000000;1405.60000000000000000000;9507386.73333340000000000000;28527911.60000000000000000000;28.53000000000000000000;31309598682.73600000000000000000;45682151548.93400000000000000000;2770987.40000000000000000000;375135.86800000000000000000;21811921.80000000000000000000;9510149707.60000000000000000000;3.00000000000000000000;1.46000000000000000000;1.00000000000000000000;3.29000000000000000000
7;0.5;62.00000000000000000000;19.80000000000000000000;17.40000000000000000000;717.40000000000000000000;6.60000000000000000000;823.20000000000000000000;0;3322766.40000000000000000000;2974693.60000000000000000000;35308.00000000000000000000;8591.20000000000000000000;33391.60000000000000000000;1001621.00000000000000000000;1.00000000000000000000;.91600000000000000000;1.01800000000000000000;3.32400000000000000000
8;0.5;73.80000000000000000000;21.00000000000000000000;20.00000000000000000000;711.40000000000000000000;7.60000000000000000000;833.80000000000000000000;0;3341386.20000000000000000000;3025510.60000000000000000000;35072.20000000000000000000;9809.60000000000000000000;33231.20000000000000000000;1015652.20000000000000000000;1.00000000000000000000;.92800000000000000000;1.01800000000000000000;3.29000000000000000000
9;0.99;46.80000000000000000000;106.40000000000000000000;153.00000000000000000000;1265.60000000000000000000;8879479.40000000000000000000;8881051.20000000000000000000;8.88400000000000000000;29241767564.40000000000000000000;43490469630.00000000000000000000;1764648.20000000000000000000;124514.40000000000000000000;20949640.40000000000000000000;8881878664.00000000000000000000;1.00000000000000000000;1.48800000000000000000;1.00000000000000000000;3.29000000000000000000
9;0.9;54.80000000000000000000;110.80000000000000000000;162.80000000000000000000;1356.20000000000000000000;8518559.40000000000000000000;8520244.00000000000000000000;8.52200000000000000000;28687193979.20000000000000000000;39537490108.20000000000000000000;3295755.20000000000000000000;133405.60000000000000000000;19004123.20000000000000000000;8521076074.40000000000000000000;1.00000000000000000000;1.38000000000000000000;1.00000000000000000000;3.36800000000000000000
9;0.5;47.00000000000000000000;106.80000000000000000000;154.20000000000000000000;1278.00000000000000000000;4525956.60000000000000000000;4527542.60000000000000000000;4.52600000000000000000;14907136101.40000000000000000000;21955097603.60000000000000000000;731529.00000000000000000000;108609.40000000000000000000;11450429.40000000000000000000;4528228160.80000000000000000000;1.00000000000000000000;1.47200000000000000000;1.00000000000000000000;3.29000000000000000000
9;0.1;47.40000000000000000000;105.20000000000000000000;151.20000000000000000000;1261.60000000000000000000;908003.00000000000000000000;909568.40000000000000000000;.91000000000000000000;2996220643.80000000000000000000;4397622399.60000000000000000000;191210.80000000000000000000;74931.60000000000000000000;2273579.00000000000000000000;910146424.80000000000000000000;1.00000000000000000000;1.47000000000000000000;1.00000000000000000000;3.29000000000000000000
9;0.01;74.20000000000000000000;134.80000000000000000000;206.00000000000000000000;1586.80000000000000000000;117542.60000000000000000000;119544.40000000000000000000;.12000000000000000000;403316339.60000000000000000000;485073830.80000000000000000000;319612.40000000000000000000;46444.80000000000000000000;329348.80000000000000000000;120284503.00000000000000000000;1.00000000000000000000;1.20400000000000000000;1.00000000000000000000;3.35400000000000000000
10;0.99;56.40000000000000000000;100.80000000000000000000;142.40000000000000000000;1211.80000000000000000000;100375.80000000000000000000;101887.20000000000000000000;.10000000000000000000;337093283.80000000000000000000;485144185.80000000000000000000;98689.60000000000000000000;47509.80000000000000000000;286602.20000000000000000000;102387444.60000000000000000000;1.00000000000000000000;1.43800000000000000000;1.00000000000000000000;3.29000000000000000000
10;0.9;57.60000000000000000000;108.60000000000000000000;156.40000000000000000000;1303.40000000000000000000;961303.00000000000000000000;962929.00000000000000000000;.96000000000000000000;3172182694.60000000000000000000;4614583939.20000000000000000000;315112.40000000000000000000;99644.00000000000000000000;2252253.60000000000000000000;963506231.40000000000000000000;1.00000000000000000000;1.45200000000000000000;1.00000000000000000000;3.29000000000000000000
10;0.5;57.60000000000000000000;115.40000000000000000000;167.40000000000000000000;1366.40000000000000000000;4759836.40000000000000000000;4761543.20000000000000000000;4.76200000000000000000;15664205815.20000000000000000000;22949861524.20000000000000000000;1866399.80000000000000000000;256816.20000000000000000000;10814187.80000000000000000000;4758472971.80000000000000000000;1.00000000000000000000;1.46600000000000000000;1.00000000000000000000;3.29000000000000000000
10;0.1;73.40000000000000000000;114.80000000000000000000;171.20000000000000000000;1416.80000000000000000000;9017392.20000000000000000000;9019168.40000000000000000000;9.02000000000000000000;30322958576.80000000000000000000;41311319130.00000000000000000000;5924825.40000000000000000000;453130.00000000000000000000;19828992.40000000000000000000;9019537027.00000000000000000000;1.00000000000000000000;1.36400000000000000000;1.00000000000000000000;3.36000000000000000000
10;0.01;68.80000000000000000000;132.20000000000000000000;195.60000000000000000000;1624.80000000000000000000;11629422.60000000000000000000;11631444.00000000000000000000;11.63000000000000000000;38992383479.20000000000000000000;47170735638.20000000000000000000;22356801.80000000000000000000;329215.80000000000000000000;26752806.60000000000000000000;11632468177.60000000000000000000;1.00000000000000000000;1.20800000000000000000;1.00000000000000000000;3.35200000000000000000
